date,district,cases
2023-07-10,Dera Ghazi Khan,83
2023-07-11,Dera Ghazi Khan,70
2023-07-12,Dera Ghazi Khan,81
2023-07-13,Dera Ghazi Khan,99
2023-07-14,Dera Ghazi Khan,80
2023-07-15,Dera Ghazi Khan,71
2023-07-16,Dera Ghazi Khan,101
2023-07-17,Dera Ghazi Khan,92
2023-07-18,Dera Ghazi Khan,88
2023-07-19,Dera Ghazi Khan,107
2023-07-20,Dera Ghazi Khan,90
2023-07-21,Dera Ghazi Khan,98
2023-07-22,Dera Ghazi Khan,92
2023-07-23,Dera Ghazi Khan,69
2023-07-24,Dera Ghazi Khan,103
2023-07-25,Dera Ghazi Khan,77
2023-07-26,Dera Ghazi Khan,83
2023-07-27,Dera Ghazi Khan,82
2023-07-28,Dera Ghazi Khan,111
2023-07-29,Dera Ghazi Khan,74
2023-07-30,Dera Ghazi Khan,82
2023-07-31,Dera Ghazi Khan,101
2023-08-01,Dera Ghazi Khan,133
2023-08-02,Dera Ghazi Khan,143
2023-08-03,Dera Ghazi Khan,174
2023-08-04,Dera Ghazi Khan,172
2023-08-05,Dera Ghazi Khan,152
2023-08-06,Dera Ghazi Khan,167
2023-08-07,Dera Ghazi Khan,111
2023-08-08,Dera Ghazi Khan,128
2023-08-09,Dera Ghazi Khan,136
2023-08-10,Dera Ghazi Khan,127
2023-08-11,Dera Ghazi Khan,150
2023-08-12,Dera Ghazi Khan,132
2023-08-13,Dera Ghazi Khan,121
2023-08-14,Dera Ghazi Khan,147
2023-08-15,Dera Ghazi Khan,139
2023-08-16,Dera Ghazi Khan,140
2023-08-17,Dera Ghazi Khan,139
2023-08-18,Dera Ghazi Khan,143
2023-08-19,Dera Ghazi Khan,137
2023-08-20,Dera Ghazi Khan,96
2023-08-21,Dera Ghazi Khan,141
2023-08-22,Dera Ghazi Khan,148
2023-08-23,Dera Ghazi Khan,150
2023-08-24,Dera Ghazi Khan,142
2023-08-25,Dera Ghazi Khan,139
2023-08-26,Dera Ghazi Khan,154
2023-08-27,Dera Ghazi Khan,136
2023-08-28,Dera Ghazi Khan,117
2023-08-29,Dera Ghazi Khan,140
2023-08-30,Dera Ghazi Khan,112
2023-08-31,Dera Ghazi Khan,151
2023-09-01,Dera Ghazi Khan,175
2023-09-02,Dera Ghazi Khan,125
2023-09-03,Dera Ghazi Khan,106
2023-09-04,Dera Ghazi Khan,110
2023-09-05,Dera Ghazi Khan,152
2023-09-06,Dera Ghazi Khan,115
2023-09-07,Dera Ghazi Khan,152
2023-09-08,Dera Ghazi Khan,123
2023-09-09,Dera Ghazi Khan,129
2023-09-10,Dera Ghazi Khan,122
2023-09-11,Dera Ghazi Khan,151
2023-09-12,Dera Ghazi Khan,161
2023-09-13,Dera Ghazi Khan,142
2023-09-14,Dera Ghazi Khan,150
2023-09-15,Dera Ghazi Khan,133
2023-09-16,Dera Ghazi Khan,144
2023-09-17,Dera Ghazi Khan,135
2023-09-18,Dera Ghazi Khan,135
2023-09-19,Dera Ghazi Khan,144
2023-09-20,Dera Ghazi Khan,120
2023-09-21,Dera Ghazi Khan,149
2023-09-22,Dera Ghazi Khan,130
2023-09-23,Dera Ghazi Khan,146
2023-09-24,Dera Ghazi Khan,138
2023-09-25,Dera Ghazi Khan,139
2023-09-26,Dera Ghazi Khan,155
2023-09-27,Dera Ghazi Khan,146
2023-09-28,Dera Ghazi Khan,139
2023-09-29,Dera Ghazi Khan,135
2023-09-30,Dera Ghazi Khan,129
2023-10-01,Dera Ghazi Khan,128
2023-10-02,Dera Ghazi Khan,135
2023-10-03,Dera Ghazi Khan,130
2023-10-04,Dera Ghazi Khan,128
2023-10-05,Dera Ghazi Khan,115
2023-10-06,Dera Ghazi Khan,133
2023-10-07,Dera Ghazi Khan,160
2023-10-08,Dera Ghazi Khan,118
2023-10-09,Dera Ghazi Khan,123
2023-10-10,Dera Ghazi Khan,130
2023-10-11,Dera Ghazi Khan,119
2023-10-12,Dera Ghazi Khan,128
2023-10-13,Dera Ghazi Khan,146
2023-10-14,Dera Ghazi Khan,127
2023-10-15,Dera Ghazi Khan,142
2023-10-16,Dera Ghazi Khan,108
2023-10-17,Dera Ghazi Khan,120
2023-10-18,Dera Ghazi Khan,125
2023-10-19,Dera Ghazi Khan,155
2023-10-20,Dera Ghazi Khan,118
2023-10-21,Dera Ghazi Khan,130
2023-10-22,Dera Ghazi Khan,146
2023-10-23,Dera Ghazi Khan,125
2023-10-24,Dera Ghazi Khan,123
2023-10-25,Dera Ghazi Khan,134
2023-10-26,Dera Ghazi Khan,139
2023-10-27,Dera Ghazi Khan,143
2023-10-28,Dera Ghazi Khan,152
2023-10-29,Dera Ghazi Khan,131
2023-10-30,Dera Ghazi Khan,127
2023-10-31,Dera Ghazi Khan,117
2023-11-01,Dera Ghazi Khan,93
2023-11-02,Dera Ghazi Khan,92
2023-11-03,Dera Ghazi Khan,90
2023-11-04,Dera Ghazi Khan,85
2023-11-05,Dera Ghazi Khan,85
2023-11-06,Dera Ghazi Khan,93
2023-11-07,Dera Ghazi Khan,103
2023-11-08,Dera Ghazi Khan,82
2023-11-09,Dera Ghazi Khan,77
2023-11-10,Dera Ghazi Khan,93
2023-11-11,Dera Ghazi Khan,74
2023-11-12,Dera Ghazi Khan,109
2023-11-13,Dera Ghazi Khan,88
2023-11-14,Dera Ghazi Khan,83
2023-11-15,Dera Ghazi Khan,80
2023-11-16,Dera Ghazi Khan,77
2023-11-17,Dera Ghazi Khan,101
2023-11-18,Dera Ghazi Khan,102
2023-11-19,Dera Ghazi Khan,92
2023-11-20,Dera Ghazi Khan,82
2023-11-21,Dera Ghazi Khan,73
2023-11-22,Dera Ghazi Khan,86
2023-11-23,Dera Ghazi Khan,101
2023-11-24,Dera Ghazi Khan,89
2023-11-25,Dera Ghazi Khan,93
2023-11-26,Dera Ghazi Khan,69
2023-11-27,Dera Ghazi Khan,76
2023-11-28,Dera Ghazi Khan,77
2023-11-29,Dera Ghazi Khan,77
2023-11-30,Dera Ghazi Khan,91
2023-12-01,Dera Ghazi Khan,60
2023-12-02,Dera Ghazi Khan,48
2023-12-03,Dera Ghazi Khan,54
2023-12-04,Dera Ghazi Khan,48
2023-12-05,Dera Ghazi Khan,74
2023-12-06,Dera Ghazi Khan,45
2023-12-07,Dera Ghazi Khan,48
2023-12-08,Dera Ghazi Khan,50
2023-12-09,Dera Ghazi Khan,51
2023-12-10,Dera Ghazi Khan,48
2023-12-11,Dera Ghazi Khan,32
2023-12-12,Dera Ghazi Khan,31
2023-12-13,Dera Ghazi Khan,46
2023-12-14,Dera Ghazi Khan,51
2023-12-15,Dera Ghazi Khan,55
2023-12-16,Dera Ghazi Khan,54
2023-12-17,Dera Ghazi Khan,65
2023-12-18,Dera Ghazi Khan,63
2023-12-19,Dera Ghazi Khan,53
2023-12-20,Dera Ghazi Khan,46
2023-12-21,Dera Ghazi Khan,32
2023-12-22,Dera Ghazi Khan,47
2023-12-23,Dera Ghazi Khan,35
2023-12-24,Dera Ghazi Khan,50
2023-12-25,Dera Ghazi Khan,42
2023-12-26,Dera Ghazi Khan,31
2023-12-27,Dera Ghazi Khan,36
2023-12-28,Dera Ghazi Khan,43
2023-12-29,Dera Ghazi Khan,38
2023-12-30,Dera Ghazi Khan,39
2023-12-31,Dera Ghazi Khan,41
2024-01-01,Dera Ghazi Khan,48
2024-01-02,Dera Ghazi Khan,45
2024-01-03,Dera Ghazi Khan,35
2024-01-04,Dera Ghazi Khan,59
2024-01-05,Dera Ghazi Khan,46
2024-01-06,Dera Ghazi Khan,54
2024-01-07,Dera Ghazi Khan,29
2024-01-08,Dera Ghazi Khan,36
2024-01-09,Dera Ghazi Khan,47
2024-01-10,Dera Ghazi Khan,49
2024-01-11,Dera Ghazi Khan,41
2024-01-12,Dera Ghazi Khan,33
2024-01-13,Dera Ghazi Khan,43
2024-01-14,Dera Ghazi Khan,36
2024-01-15,Dera Ghazi Khan,38
2024-01-16,Dera Ghazi Khan,39
2024-01-17,Dera Ghazi Khan,44
2024-01-18,Dera Ghazi Khan,34
2024-01-19,Dera Ghazi Khan,43
2024-01-20,Dera Ghazi Khan,32
2024-01-21,Dera Ghazi Khan,26
2024-01-22,Dera Ghazi Khan,33
2024-01-23,Dera Ghazi Khan,41
2024-01-24,Dera Ghazi Khan,50
2024-01-25,Dera Ghazi Khan,40
2024-01-27,Dera Ghazi Khan,37
2024-01-28,Dera Ghazi Khan,34
2024-01-29,Dera Ghazi Khan,31
2024-01-30,Dera Ghazi Khan,30
2024-01-31,Dera Ghazi Khan,31
2024-02-01,Dera Ghazi Khan,36
2024-02-02,Dera Ghazi Khan,33
2024-02-03,Dera Ghazi Khan,35
2024-02-04,Dera Ghazi Khan,41
2024-02-05,Dera Ghazi Khan,42
2024-02-06,Dera Ghazi Khan,26
2024-02-07,Dera Ghazi Khan,32
2024-02-08,Dera Ghazi Khan,24
2024-02-09,Dera Ghazi Khan,27
2024-02-10,Dera Ghazi Khan,32
2024-02-11,Dera Ghazi Khan,39
2024-02-12,Dera Ghazi Khan,30
2024-02-13,Dera Ghazi Khan,36
2024-02-14,Dera Ghazi Khan,32
2024-02-15,Dera Ghazi Khan,37
2024-02-16,Dera Ghazi Khan,37
2024-02-17,Dera Ghazi Khan,33
2024-02-18,Dera Ghazi Khan,28
2024-02-19,Dera Ghazi Khan,35
2024-02-20,Dera Ghazi Khan,35
2024-02-21,Dera Ghazi Khan,36
2024-02-22,Dera Ghazi Khan,34
2024-02-23,Dera Ghazi Khan,30
2024-02-24,Dera Ghazi Khan,33
2024-02-25,Dera Ghazi Khan,42
2024-02-26,Dera Ghazi Khan,25
2024-02-27,Dera Ghazi Khan,47
2024-02-28,Dera Ghazi Khan,47
2024-02-29,Dera Ghazi Khan,37
2024-03-01,Dera Ghazi Khan,35
2024-03-02,Dera Ghazi Khan,37
2024-03-03,Dera Ghazi Khan,30
2024-03-04,Dera Ghazi Khan,39
2024-03-05,Dera Ghazi Khan,35
2024-03-06,Dera Ghazi Khan,28
2024-03-07,Dera Ghazi Khan,26
2024-03-08,Dera Ghazi Khan,28
2024-03-09,Dera Ghazi Khan,33
2024-03-10,Dera Ghazi Khan,26
2024-03-11,Dera Ghazi Khan,34
2024-03-12,Dera Ghazi Khan,32
2024-03-13,Dera Ghazi Khan,32
2024-03-14,Dera Ghazi Khan,31
2024-03-15,Dera Ghazi Khan,44
2024-03-16,Dera Ghazi Khan,33
2024-03-17,Dera Ghazi Khan,36
2024-03-18,Dera Ghazi Khan,38
2024-03-19,Dera Ghazi Khan,34
2024-03-20,Dera Ghazi Khan,36
2024-03-21,Dera Ghazi Khan,29
2024-03-22,Dera Ghazi Khan,33
2024-03-23,Dera Ghazi Khan,34
2024-03-24,Dera Ghazi Khan,32
2024-03-25,Dera Ghazi Khan,34
2024-03-26,Dera Ghazi Khan,37
2024-03-27,Dera Ghazi Khan,26
2024-03-28,Dera Ghazi Khan,42
2024-03-29,Dera Ghazi Khan,28
2024-03-30,Dera Ghazi Khan,33
2024-03-31,Dera Ghazi Khan,26
2024-04-01,Dera Ghazi Khan,69
2024-04-02,Dera Ghazi Khan,55
2024-04-03,Dera Ghazi Khan,76
2024-04-04,Dera Ghazi Khan,69
2024-04-05,Dera Ghazi Khan,62
2024-04-06,Dera Ghazi Khan,60
2024-04-07,Dera Ghazi Khan,56
2024-04-08,Dera Ghazi Khan,59
2024-04-09,Dera Ghazi Khan,73
2024-04-10,Dera Ghazi Khan,56
2024-04-11,Dera Ghazi Khan,69
2024-04-12,Dera Ghazi Khan,77
2024-04-13,Dera Ghazi Khan,72
2024-04-14,Dera Ghazi Khan,65
2024-04-15,Dera Ghazi Khan,77
2024-04-16,Dera Ghazi Khan,64
2024-04-17,Dera Ghazi Khan,61
2024-04-18,Dera Ghazi Khan,53
2024-04-19,Dera Ghazi Khan,77
2024-04-20,Dera Ghazi Khan,92
2024-04-21,Dera Ghazi Khan,53
2024-04-22,Dera Ghazi Khan,72
2024-04-23,Dera Ghazi Khan,57
2024-04-24,Dera Ghazi Khan,56
2024-04-25,Dera Ghazi Khan,70
2024-04-26,Dera Ghazi Khan,68
2024-04-27,Dera Ghazi Khan,66
2024-04-28,Dera Ghazi Khan,63
2024-04-29,Dera Ghazi Khan,63
2024-04-30,Dera Ghazi Khan,64
2024-05-01,Dera Ghazi Khan,76
2024-05-02,Dera Ghazi Khan,58
2024-05-03,Dera Ghazi Khan,65
2024-05-04,Dera Ghazi Khan,81
2024-05-05,Dera Ghazi Khan,84
2024-05-06,Dera Ghazi Khan,58
2024-05-07,Dera Ghazi Khan,84
2024-05-08,Dera Ghazi Khan,74
2024-05-09,Dera Ghazi Khan,54
2024-05-10,Dera Ghazi Khan,85
2024-05-11,Dera Ghazi Khan,53
2024-05-12,Dera Ghazi Khan,76
2024-05-13,Dera Ghazi Khan,80
2024-05-14,Dera Ghazi Khan,84
2024-05-15,Dera Ghazi Khan,73
2024-05-16,Dera Ghazi Khan,75
2024-05-17,Dera Ghazi Khan,80
2024-05-18,Dera Ghazi Khan,80
2024-05-19,Dera Ghazi Khan,94
2024-05-20,Dera Ghazi Khan,84
2024-05-21,Dera Ghazi Khan,96
2024-05-22,Dera Ghazi Khan,62
2024-05-23,Dera Ghazi Khan,73
2024-05-24,Dera Ghazi Khan,74
2024-05-25,Dera Ghazi Khan,79
2024-05-26,Dera Ghazi Khan,74
2024-05-27,Dera Ghazi Khan,70
2024-05-28,Dera Ghazi Khan,70
2024-05-29,Dera Ghazi Khan,73
2024-05-30,Dera Ghazi Khan,70
2024-05-31,Dera Ghazi Khan,85
2024-06-01,Dera Ghazi Khan,59
2024-06-02,Dera Ghazi Khan,53
2024-06-03,Dera Ghazi Khan,66
2024-06-04,Dera Ghazi Khan,61
2024-06-05,Dera Ghazi Khan,64
2024-06-06,Dera Ghazi Khan,62
2024-06-07,Dera Ghazi Khan,58
2024-06-08,Dera Ghazi Khan,66
2024-06-09,Dera Ghazi Khan,59
2024-06-10,Dera Ghazi Khan,65
2024-06-11,Dera Ghazi Khan,68
2024-06-12,Dera Ghazi Khan,76
2024-06-13,Dera Ghazi Khan,46
2024-06-14,Dera Ghazi Khan,83
2024-06-15,Dera Ghazi Khan,63
2024-06-16,Dera Ghazi Khan,63
2024-06-17,Dera Ghazi Khan,85
2024-06-18,Dera Ghazi Khan,70
2024-06-19,Dera Ghazi Khan,81
2024-06-20,Dera Ghazi Khan,78
2024-06-21,Dera Ghazi Khan,64
2024-06-22,Dera Ghazi Khan,61
2024-06-23,Dera Ghazi Khan,77
2024-06-24,Dera Ghazi Khan,58
2024-06-25,Dera Ghazi Khan,62
2024-06-26,Dera Ghazi Khan,70
2024-06-27,Dera Ghazi Khan,64
2024-06-28,Dera Ghazi Khan,64
2024-06-29,Dera Ghazi Khan,50
2024-06-30,Dera Ghazi Khan,75
2024-07-01,Dera Ghazi Khan,99
2024-07-02,Dera Ghazi Khan,103
2024-07-03,Dera Ghazi Khan,94
2024-07-04,Dera Ghazi Khan,92
2024-07-05,Dera Ghazi Khan,93
2024-07-06,Dera Ghazi Khan,101
2024-07-07,Dera Ghazi Khan,78
2024-07-08,Dera Ghazi Khan,85
2024-07-09,Dera Ghazi Khan,102
2024-07-10,Dera Ghazi Khan,96
2024-07-11,Dera Ghazi Khan,100
2024-07-12,Dera Ghazi Khan,83
2024-07-13,Dera Ghazi Khan,82
2024-07-14,Dera Ghazi Khan,75
2024-07-15,Dera Ghazi Khan,79
2024-07-16,Dera Ghazi Khan,88
2024-07-17,Dera Ghazi Khan,99
2024-07-18,Dera Ghazi Khan,98
2024-07-19,Dera Ghazi Khan,107
2024-07-20,Dera Ghazi Khan,108
2024-07-21,Dera Ghazi Khan,81
2024-07-22,Dera Ghazi Khan,90
2024-07-23,Dera Ghazi Khan,85
2024-07-24,Dera Ghazi Khan,70
2024-07-25,Dera Ghazi Khan,105
2024-07-26,Dera Ghazi Khan,79
2024-07-27,Dera Ghazi Khan,90
2024-07-28,Dera Ghazi Khan,92
2024-07-29,Dera Ghazi Khan,88
2024-07-30,Dera Ghazi Khan,96
2024-07-31,Dera Ghazi Khan,64
2024-08-01,Dera Ghazi Khan,169
2024-08-02,Dera Ghazi Khan,135
2024-08-03,Dera Ghazi Khan,129
2024-08-04,Dera Ghazi Khan,164
2024-08-05,Dera Ghazi Khan,165
2024-08-06,Dera Ghazi Khan,149
2024-08-07,Dera Ghazi Khan,140
2024-08-08,Dera Ghazi Khan,136
2024-08-09,Dera Ghazi Khan,149
2024-08-10,Dera Ghazi Khan,132
2024-08-11,Dera Ghazi Khan,132
2024-08-12,Dera Ghazi Khan,126
2024-08-13,Dera Ghazi Khan,129
2024-08-14,Dera Ghazi Khan,126
2024-08-15,Dera Ghazi Khan,163
2024-08-16,Dera Ghazi Khan,140
2024-08-17,Dera Ghazi Khan,132
2024-08-18,Dera Ghazi Khan,133
2024-08-19,Dera Ghazi Khan,146
2024-08-20,Dera Ghazi Khan,129
2024-08-21,Dera Ghazi Khan,132
2024-08-22,Dera Ghazi Khan,106
2024-08-23,Dera Ghazi Khan,153
2024-08-24,Dera Ghazi Khan,119
2024-08-25,Dera Ghazi Khan,117
2024-08-26,Dera Ghazi Khan,131
2024-08-27,Dera Ghazi Khan,112
2024-08-28,Dera Ghazi Khan,167
2024-08-29,Dera Ghazi Khan,129
2024-08-30,Dera Ghazi Khan,104
2024-08-31,Dera Ghazi Khan,127
2024-09-01,Dera Ghazi Khan,129
2024-09-02,Dera Ghazi Khan,123
2024-09-03,Dera Ghazi Khan,145
2024-09-04,Dera Ghazi Khan,133
2024-09-05,Dera Ghazi Khan,144
2024-09-06,Dera Ghazi Khan,120
2024-09-07,Dera Ghazi Khan,168
2024-09-08,Dera Ghazi Khan,144
2024-09-09,Dera Ghazi Khan,147
2024-09-10,Dera Ghazi Khan,157
2024-09-11,Dera Ghazi Khan,144
2024-09-12,Dera Ghazi Khan,142
2024-09-13,Dera Ghazi Khan,151
2024-09-14,Dera Ghazi Khan,167
2024-09-15,Dera Ghazi Khan,157
2024-09-16,Dera Ghazi Khan,122
2024-09-17,Dera Ghazi Khan,115
2024-09-18,Dera Ghazi Khan,91
2024-09-19,Dera Ghazi Khan,122
2024-09-20,Dera Ghazi Khan,130
2024-09-21,Dera Ghazi Khan,172
2024-09-22,Dera Ghazi Khan,127
2024-09-23,Dera Ghazi Khan,148
2024-09-24,Dera Ghazi Khan,136
2024-09-25,Dera Ghazi Khan,121
2024-09-26,Dera Ghazi Khan,115
2024-09-27,Dera Ghazi Khan,158
2024-09-28,Dera Ghazi Khan,129
2024-09-29,Dera Ghazi Khan,129
2024-09-30,Dera Ghazi Khan,130
2024-10-01,Dera Ghazi Khan,120
2024-10-02,Dera Ghazi Khan,132
2024-10-03,Dera Ghazi Khan,137
2024-10-04,Dera Ghazi Khan,117
2024-10-05,Dera Ghazi Khan,143
2024-10-06,Dera Ghazi Khan,132
2024-10-07,Dera Ghazi Khan,127
2024-10-08,Dera Ghazi Khan,150
2024-10-09,Dera Ghazi Khan,122
2024-10-10,Dera Ghazi Khan,135
2024-10-11,Dera Ghazi Khan,147
2024-10-12,Dera Ghazi Khan,120
2024-10-13,Dera Ghazi Khan,128
2024-10-14,Dera Ghazi Khan,122
2024-10-15,Dera Ghazi Khan,121
2024-10-16,Dera Ghazi Khan,154
2024-10-17,Dera Ghazi Khan,101
2024-10-18,Dera Ghazi Khan,126
2024-10-19,Dera Ghazi Khan,139
2024-10-20,Dera Ghazi Khan,135
2024-10-21,Dera Ghazi Khan,161
2024-10-22,Dera Ghazi Khan,157
2024-10-23,Dera Ghazi Khan,163
2024-10-24,Dera Ghazi Khan,142
2024-10-25,Dera Ghazi Khan,152
2024-10-26,Dera Ghazi Khan,138
2024-10-27,Dera Ghazi Khan,138
2024-10-28,Dera Ghazi Khan,116
2024-10-29,Dera Ghazi Khan,96
2024-10-30,Dera Ghazi Khan,134
2024-10-31,Dera Ghazi Khan,136
2024-11-01,Dera Ghazi Khan,82
2024-11-02,Dera Ghazi Khan,94
2024-11-03,Dera Ghazi Khan,78
2024-11-04,Dera Ghazi Khan,89
2024-11-05,Dera Ghazi Khan,81
2024-11-06,Dera Ghazi Khan,98
2024-11-07,Dera Ghazi Khan,74
2024-11-08,Dera Ghazi Khan,79
2024-11-09,Dera Ghazi Khan,93
2024-11-10,Dera Ghazi Khan,89
2024-11-11,Dera Ghazi Khan,99
2024-11-12,Dera Ghazi Khan,67
2024-11-13,Dera Ghazi Khan,94
2024-11-14,Dera Ghazi Khan,83
2024-11-15,Dera Ghazi Khan,94
2024-11-16,Dera Ghazi Khan,110
2024-11-17,Dera Ghazi Khan,93
2024-11-18,Dera Ghazi Khan,81
2024-11-19,Dera Ghazi Khan,90
2024-11-20,Dera Ghazi Khan,71
2024-11-21,Dera Ghazi Khan,86
2024-11-22,Dera Ghazi Khan,68
2024-11-23,Dera Ghazi Khan,87
2024-11-24,Dera Ghazi Khan,101
2024-11-25,Dera Ghazi Khan,69
2024-11-26,Dera Ghazi Khan,77
2024-11-27,Dera Ghazi Khan,76
2024-11-28,Dera Ghazi Khan,86
2024-11-29,Dera Ghazi Khan,85
2024-11-30,Dera Ghazi Khan,80
2024-12-01,Dera Ghazi Khan,48
2024-12-02,Dera Ghazi Khan,58
2024-12-03,Dera Ghazi Khan,34
2024-12-04,Dera Ghazi Khan,66
2024-12-05,Dera Ghazi Khan,42
2024-12-06,Dera Ghazi Khan,45
2024-12-07,Dera Ghazi Khan,58
2024-12-08,Dera Ghazi Khan,47
2024-12-09,Dera Ghazi Khan,58
2024-12-10,Dera Ghazi Khan,38
2024-12-11,Dera Ghazi Khan,47
2024-12-12,Dera Ghazi Khan,33
2024-12-13,Dera Ghazi Khan,49
2024-12-14,Dera Ghazi Khan,49
2024-12-15,Dera Ghazi Khan,45
2024-12-16,Dera Ghazi Khan,51
2024-12-17,Dera Ghazi Khan,36
2024-12-18,Dera Ghazi Khan,50
2024-12-19,Dera Ghazi Khan,51
2024-12-20,Dera Ghazi Khan,58
2024-12-21,Dera Ghazi Khan,58
2024-12-22,Dera Ghazi Khan,45
2024-12-23,Dera Ghazi Khan,32
2024-12-24,Dera Ghazi Khan,46
2024-12-25,Dera Ghazi Khan,41
2024-12-26,Dera Ghazi Khan,36
2024-12-27,Dera Ghazi Khan,34
2024-12-28,Dera Ghazi Khan,34
2024-12-29,Dera Ghazi Khan,52
2024-12-30,Dera Ghazi Khan,38
2024-12-31,Dera Ghazi Khan,44
2025-01-01,Dera Ghazi Khan,38
2025-01-02,Dera Ghazi Khan,41
2025-01-03,Dera Ghazi Khan,41
2025-01-04,Dera Ghazi Khan,43
2025-01-05,Dera Ghazi Khan,37
2025-01-06,Dera Ghazi Khan,43
2025-01-07,Dera Ghazi Khan,41
2025-01-08,Dera Ghazi Khan,36
2025-01-09,Dera Ghazi Khan,34
2025-01-10,Dera Ghazi Khan,39
2025-01-11,Dera Ghazi Khan,32
2025-01-12,Dera Ghazi Khan,42
2025-01-13,Dera Ghazi Khan,31
2025-01-14,Dera Ghazi Khan,38
2025-01-15,Dera Ghazi Khan,46
2025-01-16,Dera Ghazi Khan,44
2025-01-17,Dera Ghazi Khan,40
2025-01-18,Dera Ghazi Khan,35
2025-01-19,Dera Ghazi Khan,29
2025-01-20,Dera Ghazi Khan,46
2025-01-21,Dera Ghazi Khan,47
2025-01-22,Dera Ghazi Khan,33
2025-01-23,Dera Ghazi Khan,46
2025-01-24,Dera Ghazi Khan,38
2025-01-25,Dera Ghazi Khan,31
2025-01-26,Dera Ghazi Khan,45
2025-01-27,Dera Ghazi Khan,33
2025-01-28,Dera Ghazi Khan,38
2025-01-29,Dera Ghazi Khan,35
2025-01-30,Dera Ghazi Khan,33
2025-01-31,Dera Ghazi Khan,30
2025-02-01,Dera Ghazi Khan,56
2025-02-02,Dera Ghazi Khan,48
2025-02-03,Dera Ghazi Khan,36
2025-02-04,Dera Ghazi Khan,35
2025-02-05,Dera Ghazi Khan,33
2025-02-06,Dera Ghazi Khan,32
2025-02-07,Dera Ghazi Khan,40
2025-02-08,Dera Ghazi Khan,28
2025-02-09,Dera Ghazi Khan,20
2025-02-10,Dera Ghazi Khan,33
2025-02-11,Dera Ghazi Khan,44
2025-02-12,Dera Ghazi Khan,36
2025-02-13,Dera Ghazi Khan,25
2025-02-14,Dera Ghazi Khan,33
2025-02-15,Dera Ghazi Khan,36
2025-02-16,Dera Ghazi Khan,42
2025-02-17,Dera Ghazi Khan,38
2025-02-18,Dera Ghazi Khan,31
2025-02-19,Dera Ghazi Khan,21
2025-02-20,Dera Ghazi Khan,19
2025-02-21,Dera Ghazi Khan,28
2025-02-22,Dera Ghazi Khan,26
2025-02-23,Dera Ghazi Khan,25
2025-02-24,Dera Ghazi Khan,38
2025-02-25,Dera Ghazi Khan,32
2025-02-26,Dera Ghazi Khan,38
2025-02-27,Dera Ghazi Khan,41
2025-02-28,Dera Ghazi Khan,29
2025-03-01,Dera Ghazi Khan,31
2025-03-02,Dera Ghazi Khan,35
2025-03-03,Dera Ghazi Khan,33
2025-03-04,Dera Ghazi Khan,18
2025-03-05,Dera Ghazi Khan,28
2025-03-06,Dera Ghazi Khan,25
2025-03-07,Dera Ghazi Khan,29
2025-03-08,Dera Ghazi Khan,32
2025-03-09,Dera Ghazi Khan,27
2025-03-10,Dera Ghazi Khan,28
2025-03-11,Dera Ghazi Khan,34
2025-03-12,Dera Ghazi Khan,26
2025-03-13,Dera Ghazi Khan,26
2025-03-14,Dera Ghazi Khan,39
2025-03-15,Dera Ghazi Khan,54
2025-03-16,Dera Ghazi Khan,34
2025-03-17,Dera Ghazi Khan,33
2025-03-18,Dera Ghazi Khan,35
2025-03-19,Dera Ghazi Khan,36
2025-03-20,Dera Ghazi Khan,25
2025-03-21,Dera Ghazi Khan,37
2025-03-22,Dera Ghazi Khan,30
2025-03-23,Dera Ghazi Khan,31
2025-03-24,Dera Ghazi Khan,30
2025-03-25,Dera Ghazi Khan,26
2025-03-26,Dera Ghazi Khan,38
2025-03-27,Dera Ghazi Khan,45
2025-03-28,Dera Ghazi Khan,32
2025-03-29,Dera Ghazi Khan,37
2025-03-30,Dera Ghazi Khan,41
2025-03-31,Dera Ghazi Khan,36
2025-04-01,Dera Ghazi Khan,70
2025-04-02,Dera Ghazi Khan,62
2025-04-03,Dera Ghazi Khan,69
2025-04-04,Dera Ghazi Khan,72
2025-04-05,Dera Ghazi Khan,57
2025-04-06,Dera Ghazi Khan,53
2025-04-07,Dera Ghazi Khan,71
2025-04-08,Dera Ghazi Khan,49
2025-04-09,Dera Ghazi Khan,76
2025-04-10,Dera Ghazi Khan,69
2025-04-11,Dera Ghazi Khan,65
2025-04-12,Dera Ghazi Khan,85
2025-04-13,Dera Ghazi Khan,75
2025-04-14,Dera Ghazi Khan,65
2025-04-15,Dera Ghazi Khan,72
2025-04-16,Dera Ghazi Khan,56
2025-04-17,Dera Ghazi Khan,67
2025-04-18,Dera Ghazi Khan,60
2025-04-19,Dera Ghazi Khan,59
2025-04-20,Dera Ghazi Khan,77
2025-04-21,Dera Ghazi Khan,71
2025-04-22,Dera Ghazi Khan,63
2025-04-23,Dera Ghazi Khan,76
2025-04-24,Dera Ghazi Khan,68
2025-04-25,Dera Ghazi Khan,77
2025-04-26,Dera Ghazi Khan,55
2025-04-27,Dera Ghazi Khan,89
2025-04-28,Dera Ghazi Khan,60
2025-04-29,Dera Ghazi Khan,56
2025-04-30,Dera Ghazi Khan,56
2025-05-01,Dera Ghazi Khan,63
2025-05-02,Dera Ghazi Khan,69
2025-05-03,Dera Ghazi Khan,77
2025-05-04,Dera Ghazi Khan,63
2025-05-05,Dera Ghazi Khan,87
2025-05-06,Dera Ghazi Khan,86
